input_si_sdr,input_stoi,input_pesq,si_sdr,stoi,pesq,id
-5.178821245829265,0.9716782459520745,2.1957597732543945,7.439579486846924,0.8970556721130492,2.2062362829844155,0
-3.274015784263611,0.9849601160141362,2.6604100863138833,4.336956302324931,0.9355109876885929,2.423647125562032,1
-3.291103800137838,0.9740913106596706,1.8886619011561077,4.559521039326985,0.9425465083894767,2.617676774660746,2
-4.123973925908406,0.9781182340260361,2.840256849924723,9.221023400624594,0.9571046936852868,2.9202868938446045,3
-4.137332121531169,0.9626214656816,2.3413373629252114,2.9827880412340164,0.9243276473122677,2.4366703430811563,4
-6.152268727620442,0.9903713547160785,2.280601183573405,5.965140024820964,0.9773980671140824,2.751479903856913,5
-4.230024139086406,0.992640582675258,3.252016226450602,18.11104424794515,0.9785659026656969,2.9415486653645835,6
-3.6619119544823966,0.9682537333893532,2.3384598890940347,2.720675985018412,0.8822087968582325,2.251437505086263,7
-5.746804237365723,0.8632794764325165,2.0128334363301597,-5.113416353861491,0.7983115587448708,2.0497536659240723,8
-4.719900290171306,0.9483002825330278,2.1515496174494424,-5.491554578145345,0.8785312978567629,2.02807080745697,9
-6.8565144538879395,0.8890604840627438,2.519603212674459,3.1806734800338745,0.8653598002739938,2.399577339490255,10
-3.542680819829305,0.8875423084725386,1.7834755182266235,2.4863864183425903,0.8306036899511159,1.9764695167541504,11
-7.2956178188323975,0.999729397014911,1.8515527645746868,12.202467362085978,0.9784173142375718,2.9026885430018106,12
-8.22443675994873,0.9566870678280334,2.37931489944458,-0.5201178789138794,0.9261057483460803,2.352196216583252,13
-11.230746269226074,0.810395371899684,2.8454224268595376,2.977471351623535,0.7498586320214419,2.5912113189697266,14
-4.684913049141566,0.94976535051787,2.05267067750295,8.40359608332316,0.9056080660509586,2.268904169400533,15
-26.646823565165203,0.6488865740593265,2.7832061449686685,-20.60929226875305,0.6098580079294726,2.924293835957845,16
-3.7282673120498657,0.9987814775152183,2.583089272181193,5.885214328765869,0.940636192764975,3.9907004038492837,17
-4.160663763682048,0.9823107803756631,2.5940852959950766,-1.5806776682535808,0.8922881246754223,3.380302826563517,18
-3.740947167078654,0.9179120331723105,1.8116679986317952,7.333105405171712,0.9065805221651598,2.5530351797739663,19
-3.2323443492253623,0.9590534752821686,1.965492844581604,0.10718091328938802,0.8884444216698603,2.2798924446105957,20
-3.723017613093058,0.9302433463304641,2.079259196917216,-3.628287672996521,0.7399472423295163,1.9207468430201213,21
-3.4912078579266868,0.9480728970487439,1.9186679124832153,3.7852300902207694,0.9252420141047434,2.198222557703654,22
-4.655293305714925,0.9665882093375932,1.8301672140757244,1.3881296714146931,0.9348099203663568,2.338472604751587,23
