input_si_sdr,input_stoi,input_pesq,si_sdr,stoi,pesq,id
-5.178821245829265,0.9716782459520745,2.1957597732543945,10.359272321065268,0.9413401712876874,2.759181022644043,0
-3.274015784263611,0.9849601160141362,2.6604100863138833,4.016282677650452,0.9085262776800564,2.521643797556559,1
-3.291103800137838,0.9740913106596706,1.8886619011561077,7.381280422210693,0.959174246273463,2.720813512802124,2
-4.123973925908406,0.9781182340260361,2.840256849924723,13.092432578404745,0.9796074533701589,3.0017317136128745,3
-4.137332121531169,0.9626214656816,2.3413373629252114,1.756923755009969,0.9377816256878496,2.6252344449361167,4
-6.152268727620442,0.9903713547160785,2.280601183573405,6.310407320658366,0.9811565152947258,2.971162954966227,5
-4.230024139086406,0.992640582675258,3.252016226450602,19.681522846221924,0.989014006737824,3.15002711613973,6
-3.6619119544823966,0.9682537333893532,2.3384598890940347,7.433640162150065,0.9148018274133761,2.238206624984741,7
-5.746804237365723,0.8632794764325165,2.0128334363301597,-2.7327400843302407,0.8562006936528966,2.057355761528015,8
-4.719900290171306,0.9483002825330278,2.1515496174494424,3.5674784978230796,0.9457531833228568,2.7868035634358725,9
-6.8565144538879395,0.8890604840627438,2.519603212674459,-4.783436457316081,0.7606859988883383,2.4457126458485923,10
-3.542680819829305,0.8875423084725386,1.7834755182266235,2.275062640508016,0.8623914957754705,1.9025934934616089,11
-7.2956178188323975,0.999729397014911,1.8515527645746868,10.819202423095703,0.9927429420153127,3.5941199461619058,12
-8.22443675994873,0.9566870678280334,2.37931489944458,2.0481435457865396,0.927351926670251,2.5656305948893228,13
-11.230746269226074,0.810395371899684,2.8454224268595376,0.5347674687703451,0.8252413436705291,2.139565030733744,14
-4.684913049141566,0.94976535051787,2.05267067750295,8.2218230565389,0.9209099777964074,2.5060294469197593,15
-26.646823565165203,0.6488865740593265,2.7832061449686685,-23.630589187145233,0.5634717538157898,2.049140532811483,16
-3.7282673120498657,0.9987814775152183,2.583089272181193,9.800515174865723,0.9351483614111636,2.946353475252787,17
-4.160663763682048,0.9823107803756631,2.5940852959950766,-1.231596310933431,0.9115188881030075,4.278671662012736,18
-3.740947167078654,0.9179120331723105,1.8116679986317952,6.9783711433410645,0.8733976376624645,2.588327646255493,19
-3.2323443492253623,0.9590534752821686,1.965492844581604,2.71854035059611,0.9172748268499435,2.6015400886535645,20
-3.723017613093058,0.9302433463304641,2.079259196917216,-3.4586504300435386,0.7348053343299531,2.089359442392985,21
-3.4912078579266868,0.9480728970487439,1.9186679124832153,5.338517506917317,0.926385703727458,2.2013810078303018,22
-4.655293305714925,0.9665882093375932,1.8301672140757244,-2.945578654607137,0.8283387972557784,1.7446753184000652,23
-8.736026446024576,0.9647394759660219,3.196568012237549,15.647802670796713,0.9693309877095576,3.385359525680542,24
-4.148322423299153,0.9574058888434872,2.371081988016764,7.260402202606201,0.9668813424478372,2.928074518839518,25
-4.180117140213649,0.9113678031723089,2.058522661526998,0.06051794687906901,0.8557006536570065,1.7185056606928508,26
-3.229881922403971,0.9740007507346055,1.9880250295003254,7.078237533569336,0.9305105437537136,2.9957756201426187,27
-6.430720408757527,0.8453645996588918,1.8656602303187053,-0.6512699127197266,0.7952323767248702,1.910274068514506,28
-3.4927446842193604,0.9840300600646161,2.279575745264689,8.6701387266318,0.9601707060831068,2.887383739153544,29
-4.9334055582682295,0.8426636513346523,2.725928544998169,-0.7311429182688395,0.8656710172089465,2.7568811575571694,30
-3.2357526353249946,0.9513157124824608,2.3060540358225503,4.964223861694336,0.9133853463525378,2.709815502166748,31
-3.1037732362747192,0.9803153252603211,2.4652441342671714,-10.050558884938559,0.7605414351695501,1.802189787228902,32
-5.696946144104004,0.9989090694287052,2.3574248552322388,-6.099744955698649,0.9193976095997555,2.3916056553522744,33
-4.457283427317937,0.9817230088326149,2.776637554168701,2.403987097243468,0.9192750859213744,2.2440157334009805,34
-4.932183901468913,0.9959490559190348,2.7026121616363525,-6.348204930623372,0.8796557932521596,2.6967618465423584,35
-5.7925411860148115,0.9999989462389913,2.446749965349833,15.307983557383219,0.9934559313648884,3.3619511922200522,36
-3.084020217259725,0.9190724748042128,1.8940660953521729,2.9633890787760415,0.8971601904548422,2.1140718857447305,37
-5.7580045859018965,0.9809021343312216,2.338747024536133,17.626362562179565,0.9148676433515966,2.546820958455404,38
-4.995042483011882,0.9571356266865113,2.507763147354126,6.131058732668559,0.9264039624254288,2.359097878138224,39
-4.427004933357239,0.9702588351508988,2.1665043433507285,12.239078760147095,0.9497078082481529,2.5223135550816855,40
-26.66927162806193,0.6456988131436032,2.252385139465332,-28.749227205912273,0.5932725863032496,2.2201512654622397,41
-5.078261057535808,0.9998239625264781,2.1038798491160073,9.502117156982422,0.9229625947228447,2.4069430828094482,42
-26.67449313898881,0.656605122715742,2.4605645736058555,-30.153132617473602,0.6051852888165539,1.9264685710271199,43
-3.795174072186152,0.974660360623924,2.441798766454061,3.8414343992869058,0.9664386198280405,2.546468416849772,44
-5.718028545379639,0.9705658079647087,3.2150699297587075,-2.3088032404581704,0.927100055937538,2.0509551763534546,45
-7.584503809611003,0.8860215970576935,2.2462584177652993,5.454514662424724,0.8769688658994164,1.867246389389038,46
-5.54201094309489,0.871434374968334,1.949825922648112,12.294219235579172,0.8862627843168913,2.2300347089767456,47
-6.558939139048259,0.9999999999999559,2.309143543243408,10.155681451161703,0.993677018305083,3.4913124243418374,48
-5.554906845092773,0.8452066974664216,1.942741592725118,11.056485335032145,0.866459258367921,3.064128557840983,49
-5.25750732421875,0.9790264919169139,2.6109389464060464,5.862542152404785,0.9663928614133916,2.902962605158488,50
-3.141293009122213,0.9663268376100312,2.502462863922119,14.742198467254639,0.9298828397855124,2.2686723470687866,51
-6.291876292477052,0.9852245932610163,2.9410298665364585,9.885420322418213,0.9798822502534374,3.259023666381836,52
-5.004574139912923,0.9554698490084145,1.7075615723927815,-8.610775311787924,0.8327450332552283,1.4738528728485107,53
-4.1014830271403,0.9299181578671357,2.053024649620056,-4.330714950958888,0.8867366217661327,2.4204651514689126,54
-3.103509863217672,0.9803759501475717,2.1979446411132812,4.886994957923889,0.9517453024551153,2.453120311101278,55
-5.26215124130249,0.9613220164157376,2.7732632954915366,2.5270329117774963,0.909099749146133,1.9195101261138916,56
-11.173037926355997,0.6660256626806967,2.7896777788798013,-11.822144746780396,0.6259875654403895,2.965394139289856,57
-5.641922156016032,0.9649832868862934,1.994262456893921,16.151219526926678,0.9787371814772964,3.035004138946533,58
-4.708751360575358,0.9733987945080989,1.9104377031326294,4.479784806569417,0.9385600465935456,3.022705554962158,59
-4.6540218989054365,0.9883920292396254,2.6047874689102173,-0.15283679962158203,0.9013451640621635,2.1479946772257485,60
-5.264872233072917,0.9769302921318387,2.1431843439737954,5.622268358866374,0.928720236709898,2.044860084851583,61
